views,likes,dislikes,comment,category,adview
254387,3738,149,459,E,1
220,0,0,0,D,2
973982,4076,202,199,G,7
607446,3999,185,2198,E,1
1419,38,0,8,F,919
22519,58,7,27,H,1
280977,510,79,33,G,1
361702,388,36,31,D,29
111897,354,29,31,G,2
210165,919,209,198,E,1
452377,204,46,20,D,62
2224039,738,611,94,D,5
122632,3126,54,434,A,1
5888970,14321,1146,1436,E,13
533685,3576,66,651,G,7
44524,517,4,200,G,1
17149,82,6,3,F,1
828537,1163,102,282,G,2
12646,54,0,4,G,1
168794,760,16,54,G,1
6219,13,2,0,D,1
79500,307,35,16,G,7
136601,896,29,128,F,1
25191,38,3,1,B,1
2539725,6176,348,302,G,1
1859489,848,467,33,D,45
1511239,15217,591,5425,H,5
557957,4684,441,763,B,63
53904,33,6,4,D,2
107321,722,22,30,G,1
73468,1217,46,113,F,14164
598772,7427,375,902,B,1
21767,,,0,D,4693
55467,369,55,37,C,1
1784618,487,336,173,H,4
61501,249,27,479,D,2
1983280,2060,464,186,D,3
611322,593,477,63,E,453147
862323,12381,1467,764,D,79
5200677,20056,1081,5586,H,19
11950,52,3,0,G,1
4076,14,1,2,D,1
276949,5506,74,641,A,1
112394,119,11,31,E,1
204,8,1,11,D,2
22517,107,5,54,E,1
3389,13,0,0,F,1
62883,260,10,63,D,8
116695,167,18,8,D,1
120542,205,45,55,D,1
327971,1818,66,272,B,1
214813,57,53,1,D,1
78573,39,21,2,C,25
13374,44,1,3,D,1
1112987,313,229,18,E,80
94015,140,9,11,B,23927
130922,22,0,4,E,118185
108933,813,55,199,F,54
55496,339,22,216,D,1
215746,230,84,17,D,1
148701,209,70,3,D,2
48528,1100,5,62,C,1
391420,3186,391,6770,D,1
76255,77,15,5,A,5
834852,1743,147,86,D,2
850779,2007,137,390,B,1
766428,3838,1451,4091,B,2
3760070,9328,1803,1367,G,1
331,11,0,2,D,2
152,1,0,2,D,2
4200,2,0,0,D,5
386041,641,36,16,H,2
374664,758,134,25,D,2
6295954,47209,2022,4209,D,9
76838,311,13,27,E,1
1423057,8854,276,645,D,1
202293,281,19,14,D,1
321530,476,100,95,D,2
196,0,0,0,C,1
867,3,0,1,E,5
113761,1011,8,77,D,3
30601,140,6,1,G,1
131731,93,30,16,E,1
21553,403,6,20,F,1
44167,33,18,1,E,1
13394,124,1,11,G,1
509665,4098,61,158,D,1
1881862,308,189,41,D,1
300826,351,79,47,D,43
65589,73,11,2,D,2
173525,424,49,26,C,2
118888,61,23,5,D,7
106958,461,11,61,G,2
20332,99,10,7,C,1
506843,5047,244,386,E,8
555504,1043,96,41,D,1
27935,331,11,37,D,1
780581,10152,130,1209,B,1
165566,3319,581,644,D,1
2560633,9573,947,872,G,105
467,24,0,19,F,1
205345,265,27,53,D,1
487096,5784,268,960,B,10
234343,310,49,52,G,1
75986,38,15,7,E,1
4563,41,3,0,D,1
481891,543,197,285,D,4
5774,27,0,1,G,1
396765,1890,105,861,D,1
12334,91,6,21,G,1058
82558,84,28,14,D,2
90231,135,15,15,D,2
679480,17915,2077,1890,D,1
807683,441,179,20,D,2
85356,150,0,3,D,9
1820759,42025,1609,16726,D,3
159762,2657,1335,500,E,1
71160,2774,38,189,A,1
39491,1193,9,43,D,1
322494,285,53,1,C,1
547,14,1,9,A,1
19922,102,3,30,D,3
661629,735,106,15,D,11
5751,2,0,0,D,3782
1244404,32590,205,6651,B,1
274696,467,16,32,D,2
34945,143,3,6,G,3
230886,2323,37,470,F,2
72961,223,26,46,A,1
12104341,11820,3825,1847,G,228
13900,19,2,4,D,2
7639,43,1,1,E,1
9696,18,1,1,D,1
3225,105,2,20,B,1
914587,6831,344,,D,3
155052,1639,40,1220,E,2
150952,2017,298,323,D,1
25061,446,3,55,F,2
281436,1233,37,50,D,3
21752,424,4,140,G,1
17350,197,6,18,G,1
542553,1396,156,160,D,1
23668,29,4,1,G,1
55269,209,118,19,B,3
900944,3358,228,198,G,7
1738512,3548,116,189,G,1
100378,261,6,10,D,1
817456,2392,75,84,E,1
6828,6,0,2,G,1
109747,391,63,23,F,2
67734,250,8,17,D,3
162273,123,14,3,D,4
244082,821,37,51,D,1
5991,,,3,D,1
11858,45,17,13,B,2
176760,374,53,78,D,2
2832,7,0,1,E,3
3658826,15179,563,671,G,13
219978,606,25,5,E,39
166649,782,26,25,E,31
59233,236,29,226,D,1
1090672,8173,973,1104,D,12
84597,816,56,142,D,4
666513,1103,116,77,D,2
956736,6412,208,389,G,10
79538,144,7,13,D,1
195626,2131,136,661,F,1
690018,2061,223,140,C,2
51583,94,15,9,G,47504
4687998,26468,1579,1009,D,2
232075,1768,332,83,G,1
988161,1372,337,175,D,3
3352068,2917,834,219,H,3
893517,1012,136,545,H,1
154860,890,19,11,C,1
919357,2294,396,299,G,704516
661955,1055,102,71,D,22
17070057,98594,4234,7276,E,1583846
1698868,815,292,45,G,1
3304727,3386,260,153,G,36
97575,159,14,17,D,4
98186,137,18,10,D,7
336335,4200,52,561,A,2
15965,62,1,0,G,1
201454,138,64,20,E,2
19221442,160147,12493,12622,D,42
1573401,29725,644,1920,B,5
42492,16,25,22,A,1
344895,2013,130,397,D,3
1443315,3592,642,301,D,10
263086,160,54,27,D,4
1577433,3648,190,251,B,1
87622,219,5,26,A,1
399768,262,112,33,D,1
783117,15872,234,3761,B,7
142731,1584,38,628,C,1
484524,1895,111,177,D,1
889255,5816,626,681,H,4
439968,252,122,50,D,8
45996,579,21,23,D,1
242342,440,108,28,D,1
89013,156,12,19,D,2
217121,395,29,44,A,1
2575726,21756,359,702,G,9
1200,17,0,2,G,2
203457,1844,39,73,C,1
26848,185,3,7,C,1
14968,23,9,4,D,1
34705,1059,12,35,D,2
1380036,1772,448,102,D,12
5109579,16900,1730,4623,D,4
83062,133,24,13,D,1
342917,170,89,23,H,2
5482871,52911,2135,2450,D,146
393364,717,87,56,E,4
164911,259,14,32,G,1
325306,928,106,129,B,1
37886,51,4,3,A,1
432640,230,57,15,D,12
409836,981,58,119,B,3
102557,64,5,11,D,3
2944,19,1,11,D,406
37634,87,5,10,G,1
968705,15187,222,1659,G,19
2783473,20973,1507,1420,F,32
750164,1939,143,626,E,1
172509,401,14,20,D,1
271306,2757,72,141,C,3210
3927,5,0,0,D,1
707,2,0,0,D,1
159152,,,,D,1
588913,515,191,35,E,20
23234,18,10,0,D,1
41939,386,14,47,D,1
613582,1446,111,90,D,16
4664358,58103,1047,4864,D,1
3330455,8259,265,615,G,63
1064413,6772,465,2681,D,1
8190,81,1,10,D,1
3808454,17121,1402,759,E,5
50847,156,19,14,D,1
733019,784,207,90,D,4
440805,2071,493,1233,D,2
8072739,36953,2033,7465,D,8
156371,158,106,4,D,1
205016,2437,185,194,B,1
1655,2,0,0,E,9
24591440,30590,5231,1727,D,117
324993,927,92,134,D,1
321629,2131,118,1020,F,1
51231,1468,32,286,D,12
185325,216,41,12,D,1
1182672,3103,179,111,G,4
459047,387,152,141,D,3
1591,22,0,9,D,1
3476965,3863,1870,240,D,68
1526649,2107,392,99,D,13
429636,1188,199,85,D,14
1993660,2824,291,95,D,5
242775,871,56,41,C,2
27406,108,9,7,F,1
422023,4497,232,1827,D,3
66843,42,7,0,D,1
16437,7,1,1,D,1
1020503,2262,171,165,D,24
73319,1090,1663,727,D,1
22577,149,1,12,G,2
79050,106,8,9,D,1
189463,312,100,35,D,2
294256,451,92,56,D,9
1840149,2488,378,360,H,4
408698,1923,25,56,G,1
564577,,,140,F,11
958000,11676,394,1245,F,1
136054,39,29,3,E,2
1104199,6250,1062,377,B,19
11154,407,13,116,B,3
551270,955,116,52,D,10
90426,76,20,8,D,1
7926,12,0,2,D,1
272391,231,58,132,D,16
26044,88,10,8,A,6020
192344,1028,16,39,D,4
109976,1592,70,208,D,2
437356,11730,344,2170,D,1
16727,4,3,0,D,8
1833881,584,277,53,H,3
49239,122,7,27,F,2
86809,101,5,14,D,1
1208466,1734,247,195,E,2
815717,1619,101,92,D,43
122729,1471,42,66,D,1
7322,4,1,0,C,2
8308,,,0,H,1
17348,10,3,1,A,1
55673,145,11,23,C,1
1011709,5502,865,1132,G,1
1890,34,0,3,F,5
29609,201,25,162,D,3
4040405,16369,8709,7476,D,19
1080,0,0,1,D,6
109761,169,38,7,G,3
154108,374,3,19,D,1
331087,623,143,42,F,5
472910,1718,138,46,F,4
1082325,22169,523,1060,B,65
789278,1441,219,52,D,1
662850,2844,484,211,G,9
16964,40,1,5,G,2
147579,1024,30,75,G,1
1046528,1838,884,,D,1
85748,96,215,67,F,1
687051,6407,273,432,E,1
203406,103,9,13,D,2
76450,908,23,242,F,10
1093887,1178,407,111,D,1
60882,154,8,36,G,1
157969,547,20,15,D,2
1775441,1756,731,414,D,1
3097,102,1,42,D,1
538041,1390,303,1015,D,2
8174780,11377,3222,582,C,9
400321,752,79,64,D,1
23820,386,4,26,D,27
12359519,28516,13373,3686,D,7
98371,468,25,46,C,7
456377,698,75,73,H,4
2304,3,0,0,D,174
11077,71,55,4,G,2
553584,976,221,66,D,8
3971397,2949,1752,,D,349
393082,1993,347,87,F,3
53792,113,12,15,C,7
273474,334,47,62,D,1
53787,750,47,125,F,5933
50225,414,16,55,D,1
2696207,33335,1492,3341,D,3
4086398,5937,1972,388,G,23
278643,394,63,41,D,1
3086,34,3,2,D,1
96,1,0,0,D,1
14042,50,9,3,G,12567
527315,1472,151,127,D,1
1846,2,0,0,E,1
8702,28,3,5,G,1
504229,191,125,1,D,2
48364,398,22,76,D,1
88281,191,28,6,D,1
175606,853,59,231,C,1
78239,150,3,17,D,1
19188,31,9,11,G,1
114270,131,22,7,D,5
106904,880,15,107,D,1
4144,19,1,34,D,1861
3910,114,5,157,F,2
4494355,4558,1077,231,D,28
1758,13,0,3,C,1
761628,3040,213,724,E,9
367581,1517,155,5558,D,1
6354,60,2,8,D,1
18375,109,2,6,G,1
141988,970,39,91,E,1
338775,699,47,96,E,1
1003242,672,244,22,D,23
955804,4698,329,481,D,12
859,6,0,2,D,1
497671,425,115,187,D,1
26862,317,5,163,D,2
2892283,3089,842,200,E,26
46206,57,21,2,E,69
30117,97,16,12,G,2
603,20,1,3,G,1
12331086,61324,1681,7774,G,2
13716,83,0,1,D,6249
19579,43,4,2,D,1
469363,1673,67,83,G,1
58418,76,8,1,D,2
42046,25,12,2,D,2
93346,225,14,98,H,2
49930,261,66,10,D,3
4042,13,0,1,G,2677
9061,115,0,5,D,1
1118,9,0,1,C,6
142204,181,68,37,F,1
1699859,11300,2134,1258,D,4
22145,17,7,2,D,1
1915566,4436,247,193,D,10
28586,54,7,4,D,1
92564,573,77,26,D,3
5156,26,1,4,C,2
339588,676,61,202,D,1
170262,107,64,21,D,10
86381,400,19,8,E,1
4670957,12865,2180,541,D,9
7076936,1888,1611,477,D,316
5909,23,1,3,D,1
1439757,3851,209,195,G,2
44328,,,30,H,2
2680,4,3,1,D,1
47234,170,8,7,G,2
77187,128,5,17,E,2
48707,118,11,8,D,10
260,0,0,1,D,3
103199,14,8,3,D,1
3942339,13142,1733,6335,C,4
1307382,2713,2317,176,B,6
370533,7345,164,2130,D,1
697563,3238,451,1954,F,2
118002,123,6,52,A,5
321771,349,43,23,D,1
495157,584,97,41,F,12
838934,2805,135,386,G,2
4933493,15601,626,1482,G,76
203772,254,9,7,D,2
550842,909,102,122,G,4
118321,458,23,14,D,5
2045759,1455,787,138,D,1
35856,144,3,10,G,1
712164,843,153,55,D,17
351051,5354,137,598,G,63
202195,629,80,385,H,2
37176,427,5,56,F,1
91108,871,17,54,G,1
60846,531,12,114,G,1
864314,318,261,,H,2
3828074,1369,1142,72,D,334
541788,208,65,11,D,17
60393,228,51,34,D,1
90504,71,52,2,C,1
3036523,3865,686,207,D,65
968559,4707,414,202,D,2
207381,120,17,10,G,1
191994,348,366,300,H,1
4226765,1383,709,82,D,380
427,3,1,0,D,2
2147669,11669,206,971,D,1
217101,309,76,50,E,3
19853,11,22,8,D,4
903011,3112,90,173,E,1
52625,121,12,21,D,4
3949275,65170,2191,7138,D,11
39431,192,13,10,D,1
632261,1129,74,70,D,3
589764,1156,179,105,D,2
97168,92,31,6,D,2
60417,345,5,7,D,1
1524401,6342,1434,3639,F,4
607876,872,142,850,E,1
96047,859,13,305,G,5
2030115,18954,145,886,D,43
5905177,4492,2511,362,E,89
3242,103,2,59,D,1
183758,281,13,43,D,1
217574,312,109,10,D,11
99434,431,21,49,G,1
45845,61,8,4,G,1
430052,3964,358,1172,B,1
55702,259,4,28,B,1
31145,139,9,15,D,13
130445,2,0,0,D,129343
3543,7,0,2,G,4
4293,14,0,1,D,1
110397,327,23,12,D,3
200187,803,22,83,D,1
420398,544,54,49,D,2
283702,155,64,17,G,1
516898,1062,99,25,G,1
538690,1258,95,103,E,1
170265,484,19,32,D,1
191486,336,52,29,D,12
411480,606,23,77,G,3
42801,74,7,8,G,5
466318,807,86,64,D,1
455320,1064,42,46,D,9
737,1,1,0,D,16
5798,14,7,0,D,11
22817,154,11,91,C,2
60028,1483,7,83,F,1
7468,46,2,3,D,8
5364,,,9,D,1
252870,1520,194,1002,F,44
7204,10,1,1,D,1
25948,418,38,44,D,1
2376645,6867,755,313,D,2
226364,511,58,33,H,2
37689,96,16,11,D,1
1136854,11656,146,610,B,4
1693394,5446,553,104,D,4
441782,630,89,33,D,20
45506,29,18,1,D,4
27877,124,15,7,G,1
425145,1280,118,139,D,32
367073,193,61,62,D,1
14544,187,17,50,D,1
35643,97,6,4,D,3
258,12,2,1,D,1
104316,640,41,148,D,1
499,0,3,0,G,1
1638,22,0,3,G,1
1533571,5272,488,247,G,34
154342,1339,38,85,C,1
50238695,114575,7745,10156,G,1
166732,681,17,41,D,1
217300,271,41,42,G,8
18440,29,7,0,B,6
47595,443,32,395,F,1
324390,683,85,137,D,1
175132,446,20,64,E,1
97569,228,30,20,G,1
860580,2035,216,215,D,18
12211237,14914,8038,852,D,1
397278,472,66,17,D,6
356175,268,109,50,D,25
136861,271,23,98,H,1
7577,21,3,1,D,2
373,2,0,0,D,1
3817277,1037,1049,138,D,1
4327050,3808,1436,534,D,6
72495,890,47,376,B,6
76038,556,65,20,D,1
16355,142,8,1,D,6852
14805,294,6,26,D,1
31411,40,8,4,G,1
97787,1271,21,79,D,1
18397,203,7,7,D,1
128428,890,178,152,D,1
3229735,721,465,39,D,5
99378,172,18,8,C,1
29969,82,5,153,E,4
368187,1566,89,50,D,2
587009,951,110,25,D,10
802908,2522,665,119,D,2
75637,178,14,130,D,1
1098428,2160,769,422,D,3
17072,102,1,23,D,1
28374,46,7,9,D,1
225926,319,55,21,D,1
57174,640,16,94,G,2
59120,183,16,15,E,1
51591,30,6,12,D,1
1673846,1843,522,93,D,2
2988,5,1,1,D,3
177559,96,55,,C,1
153015,245,75,224,D,1
394552,873,71,141,G,1
1289366,4795,259,390,G,1
8957,20,2,0,D,1
464443,128,87,12,D,3
136639,144,48,23,D,1
1282929,13906,683,1988,D,6
27579,137,22,18,E,1
116512,361,175,56,G,1
132243,269,37,39,D,1
1362220,1681,205,246,D,1
499516,2743,198,327,E,2
5488359,3044,1574,110,D,17
18436,46,9,8,G,1
15512,28,0,4,D,1
93804,561,5,4,D,8655
33827,89,6,14,G,3
775881,1241,173,144,G,2
148636,430,13,24,E,1
1213233,22130,326,3042,B,293
166,1,0,0,D,7
188887,212,23,4,D,8
3041,0,0,0,D,1
1159408,2612,795,520,G,1
80567,10451,65,5968,D,3
20435,50,1,4,D,1
11453,17,2,2,F,1
3168,5,0,0,D,2
1153396,1314,388,110,D,8
44211,2,7,0,D,1
175428,305,39,35,D,6
130825,617,21,44,F,4
1050090,4906,69,190,G,30
161085,830,14,351,D,2
285158,4045,110,989,D,2
5603703,67221,2545,2247,D,18
805245,3710,520,345,H,1
12022434,16324,2444,752,D,450
1204798,25235,1089,4521,F,1
318279,1495,134,487,B,1
12228,52,6,2,D,2
964415,1843,71,96,G,5
349474,1745,72,2320,D,2
22407,338,23,45,F,2
15700,15,7,3,D,3
159438,320,39,197,E,1
33798,27,5,2,D,1
774704,7725,231,974,D,2
89733,931,9,37,B,1
132927,2287,60,1016,F,1
107361,131,17,17,E,1
1935,7,1,0,D,1
7832,4,3,2,E,2776
23466,71,5,1,D,1
89042,246,34,48,E,1
65248,104,21,19,C,1
37815,112,54,90,A,683
148661,307,64,109,D,4
115919,162,25,7,D,1
391265,1219,56,220,E,1
6769,27,5,3,C,1
46253,97,1,6,D,1
111168,96,10,7,D,1
48247,69,3,33,D,1
155429,343,54,34,D,1
345193,2443,123,655,D,7
42639,36,16,,D,1
13387,132,3,21,D,1
34315,87,2,15,D,28656
586590,12103,316,11957,D,5
14856,7,5,,C,1
151215,550,8,130,G,5
27669,114,13,2,G,1
79719,792,62,124,F,1
11104,35,7,1,C,1
184835,174,106,,D,5
30304,1088,4,117,A,1
41337,145,20,8,G,5
50537,577,11,94,F,1
708,1,0,0,D,10
31459,171,46,5,B,1
1027132,2567,164,118,G,4
20598,16,0,6,D,1
1719879,23770,402,8017,B,39
2669,14,2,0,D,1
488001,778,54,31,D,7
308135,2276,197,781,D,2
78060,204,24,8,G,1
425,11,1,0,C,2
562798,1734,482,2457,B,1
2525,158,2,4,D,6
34190,496,3,22,G,7465
128250,141,23,7,D,1
41542,80,11,16,D,1
152379,4507,148,230,A,2
874,19,1,2,A,1
15194,22,3,0,D,2
47272,153,6,63,D,2
40241,767,14,79,E,4
151962,214,46,17,D,3
148997,398,41,194,C,1
215045,1510,29,193,G,1
3091132,1373,490,94,D,6
1625367,3841,416,205,H,3
122764,216,16,42,E,2
86632,879,11,35,D,2
497630,612,177,471,E,20330
11113,29,0,0,G,9075
4047694,7784,1534,521,D,54
585394,1039,86,49,D,5
117751,1647,73,74,D,1
130410,705,192,94,D,2
685,5,0,1,D,3
72890,289,23,53,A,8
162498,402,24,19,D,1
52950,787,11,,G,1
99952,390,80,79,E,1
116396,231,21,27,D,6
347462,2641,80,250,D,1
87696,772,14,132,G,4
61094,82,8,21,A,4
874521,334,110,16,D,7
28314,248,4,21,D,1
946,12,0,8,D,1
6926,64,5,15,E,4
41739,284,8,15,D,5
2970,28,3,6,G,2
312560,860,71,61,D,1
211,1,0,0,D,1
2315880,3797,873,181,C,6
2019975,2671,562,167,D,1
493570,6378,175,1652,F,5
1965,9,1,0,D,3
48550,1477,18,155,A,1
4459,20,3,4,D,1
59089,324,4,57,G,5
599910,1416,78,26,D,4
12494,77,8,7,D,1
1815,98,8,55,D,1
3949,22,0,2,G,2265
218083,672,74,78,G,2
1905238,1557,504,692,D,7
850886,1636,1054,76,E,1
56556,86,9,3,D,2
1798,10,8,0,D,1
13087,59,2,7,G,1
89662,30,19,8,D,1
11684,43,1,6,D,1
2513939,4995,892,410,D,24
11729,100,1,7,D,1
93231,1367,11,180,E,1
10717,45,0,5,G,3
13966920,130494,7740,24411,H,67
323383,1106,30,393,E,1
21930,15,3,,C,4
891497,11047,190,1460,B,5
235947,1534,71,727,E,1
479373,487,73,10,D,1
2138771,14033,1526,7091,B,36
370102,269,98,29,D,2
3460,21,0,3,C,3
39874,170,2,80,D,1
922639,853,198,66,D,6
9852,66,4,7,D,1
4633682,25098,4187,7200,D,2
82358,1157,27,172,G,2
91459,77,16,7,D,1
4066976,48812,875,7224,G,4
449358,7084,441,1026,D,1
1484,12,2,0,D,1
587097,512,247,36,E,19
179500,546,12,29,D,1
299665,659,51,70,G,5
136267,146,32,4,D,1
8848,18,2,0,D,2
2115481,15601,318,861,G,5
1344097,60,7,4,D,1333626
4992150,44004,1632,1226,D,20
47815,112,25,3,F,1
409475,1076,128,110,E,1
40678,114,1,23,D,1
165017,113,34,7,G,1
29302,157,3,64,D,4
798,18,0,2,G,3
585978,859,62,36,D,5
2607453,2756,719,178,D,3
296814,554,71,18,D,44
1843660,698,525,67,D,2
492,2,1,0,F,5
6663,142,4,28,D,1
594805,8279,292,10015,B,2
108870,63,20,4,D,9
642,10,0,6,D,5
7807,21,5,0,E,82
638070,6741,370,1425,B,7
146645,495,60,139,E,21
89278,5628,51,561,F,1
568415,8254,753,1133,D,13
308574,328,14,35,H,1
2439514,30555,508,5365,B,45
43105,145,5,34,G,1
558366,575,137,47,D,7
178645,295,32,9,D,2
712300,1323,93,29,D,2
25690,473,5,28,D,10
199040,139,51,3,D,5
25622,197,12,41,A,1
1067232,5745,181,557,G,1
77499,243,10,28,D,63
34695,79,9,8,G,5663
237404,687,32,184,B,1
238489,449,61,63,G,9
574307,6645,211,584,G,47
268,4,1,0,D,1
72621,1091,18,164,G,3
683,20,1,0,F,4
23417,,,0,G,1
379666,438,81,20,D,10
35502,220,24,298,D,1
116351,443,8,48,G,1
620462,836,290,114,E,6
152362,163,10,10,G,7
1287309,4469,296,185,G,1
585,2,1,0,D,1
769913,1821,190,181,D,1
1011547,9106,365,661,E,1
1576,5,2,0,B,1
34712,56,10,3,G,1
1597078,4873,761,460,D,1
275174,1155,252,295,D,1
387051,1004,166,75,G,4
667992,7095,79,631,E,1
657514,1256,232,179,D,13
255008,686,45,18,D,1
545413,1252,245,91,D,1
58001,856,16,77,G,1
1104944,6004,171,250,C,1
755339,2679,276,625,D,2
13646,62,7,18,F,1
6571038,17072,573,1310,G,9
26036,,,0,E,10
758320,1023,178,7,D,1
8699,220,6,30,F,1
975664,1481,169,59,D,47
423999,428,92,22,D,2
177183,1294,48,871,E,1
285298,846,170,195,D,1
786965,5005,130,971,D,2
23482,142,7,8,D,4
4207,10,1,1,D,1
64556,276,21,22,C,7
290304,,,20,G,1
42485,409,24,72,F,4249
313571,432,59,24,D,3
4888,108,7,,B,2
3816,6,2,0,D,1
4077820,23395,1185,2528,D,1
22975,33,3,3,D,1
908,2,1,0,F,1
1553717,4497,406,721,E,2
6486,34,1,2,E,4
28737,37,8,0,D,76
15138,252,4,8,G,2
542779,5830,138,1084,F,2
5243682,9035,1817,768,C,8
6888,74,2,59,E,3
183994,1292,60,282,F,7
859841,3591,140,189,D,2
542052,2219,109,422,D,3
392758,2617,42,307,F,2
1923,9,0,1,G,1255
762797,2032,148,49,G,1
2676889,1763,1045,,D,298
9123,26,8,7,D,1
3234,8,3,0,H,1
638572,581,148,25,D,2
2997251,5527,1122,456,D,8
281479,262,21,12,H,1
12331,13,3,0,E,2
5610,23,0,4,G,10
298607,,,64,G,1
22264,1023,91,68,G,10
134543,411,60,67,D,13
590661,1339,111,68,D,1
147239,2733,34,527,G,1
1265327,11171,533,344,D,1
2760023,1453,718,,C,1
1502536,1751,546,114,D,1
64849,224,8,4,D,3
11120,19,1,1,D,7442
665458,7819,344,689,B,10
26726,12,4,2,C,1
35995,35,15,1,D,1
65194,128,19,11,D,4
849549,3480,64,325,E,8
1057524,9713,383,527,D,24
1784,4,0,1,D,1015
12132,19,1,1,E,1
41897,90,4,4,D,1
1739,42,0,3,F,1
187541,3362,66,795,G,1
17041,186,8,49,D,1
231594,790,71,58,G,6
253244,439,92,15,D,1
2118242,10029,612,947,G,1
40627,311,10,0,G,1
286633,474,158,72,D,2
66454,770,76,237,F,1
2122,13,1,0,E,1
7381,330,9,7,E,5
181035,661,46,29,E,3
40898,151,7,10,D,1
4803840,84462,2448,4699,D,13
3797,0,2,,D,1
1501,28,2,8,D,18
1062327,6011,190,904,C,40
126409,122,10,26,F,6
482858,1262,113,191,E,1
4354099,16640,1931,2101,B,991819
337741,602,40,60,E,1
4689387,37473,1396,1062,D,18
630106,1727,161,133,D,1
305445,3662,45,555,G,2
87631,1027,40,80,E,2
10010,50,4,1,G,1
67722,103,17,18,A,6
24517,94,6,23,D,1
1395538,24483,316,1156,B,290
281,2,0,0,D,1
56065,1323,147,175,D,2
314031,489,39,53,D,1
795518,3500,414,610,G,1
1868248,14898,208,933,G,155
6890,33,1,2,G,3
704217,3496,382,136,G,4
138252,858,8,31,G,1
1273,4,0,0,D,1
491665,682,57,116,F,24
197659,150,64,10,H,1
104416,80,13,11,D,12
46195,355,86,65,B,21
3002,7,0,3,C,4
1060701,2195,529,1112,D,2
98983,440,43,70,B,1
3643817,2444,920,307,E,2
11440,,,26,D,1
144072,40,17,5,D,2
38019,640,4,23,G,2
1980685,7276,909,926,D,1
32330,44,2,5,E,1
36797,76,10,1,G,2
1656398,7064,338,459,D,1
300667,106,26,0,D,1
13232,217,4,36,B,2
306,17,0,3,D,1
237098,285,52,35,D,2
3001,30,0,16,D,1
995729,1279,234,52,D,1
6300,105,2,7,G,1
203295,203,44,7,D,5
162881,1278,68,44,G,1
402657,3546,46,1061,B,1
529737,446,361,100,E,7
252404,1658,55,110,G,1
949368,749,273,246,H,1
3402,22,0,3,D,1
187227,484,75,129,F,74849
13680,1,2,1,D,1
19767,22,1,0,D,9
394886,688,67,137,E,1
226520,939,62,123,F,1
99253,332,24,16,D,2
65364,94,8,11,E,1
75322,407,6,3,D,16609
290482,1496,32,85,E,3
560599,4823,128,994,B,1
230762,2480,67,194,E,1
180442,1174,27,680,D,1
135869,567,37,279,C,1
65135,437,99,68,D,1
53122,172,10,8,D,1
1036627,10602,517,1251,D,2
14603,18,5,3,G,1
687081,4836,499,333,E,3
43386,62,22,1,D,1
3042,22,3,1,D,9
149748,140,46,19,D,3
166088,1469,20,236,G,1
179910,406,20,47,D,6
118821,81,23,19,D,3
5045,13,0,15,C,1
10306,29,2,3,D,1
2005878,3042,803,376,E,2
86916,133,15,8,E,1
92351,240,9,86,D,1
3399,10,0,1,C,1
57720,55,2,0,E,35894
3264,2,1,0,G,5
633615,1011,333,129,D,1
1298,4,5,2,F,1
565735,612,55,6,D,10
1416667,2314,471,,D,6
107003,1065,142,103,B,12
53203,107,5,3,D,2
235781,6297,145,563,A,2
330159,,,22,D,1
1647711,1632,507,95,D,176
75581,90,34,5,D,1
59591,181,8,38,D,1
158008,578,60,1028,C,1
420508,4991,211,3997,D,1
196191,2706,64,573,G,2
1523480,6191,911,4816,F,1
262528,774,100,62,D,1
196020,256,27,77,G,1
11010,14,2,0,D,1
410049,3166,188,2893,D,8
99239,262,12,7,D,1
13600,437,8,53,D,2
20419,120,309,326,B,2
78900,579,46,379,D,4
96547,119,25,19,D,1
116642,733,12,183,B,2
320333,1060,39,110,E,1
15566,40,2,2,D,1
817562,11541,111,1221,B,1
581299,1612,88,138,G,1
78446,,,30,A,3
7174888,32769,1705,1368,G,1
2409,13,0,0,F,1246
597127,1380,195,569,H,3
158416,341,53,86,D,2
1183,,,0,D,3
600349,4272,220,460,D,22
199435,138,73,23,D,4
98653,842,147,651,B,1
20327,93,4,9,G,2
28147,96,3,3,D,1
145954,387,33,9,D,1
1357800,2787,194,131,D,4
3320443,35788,538,1672,D,14
9505,201,2,91,D,1
2908493,16297,7623,7106,D,37
84544,313,48,16,F,9
43172,59,21,81,D,1
207690,708,236,114,C,1
1525185,414,114,19,D,1497349
5090402,28291,2063,3515,B,10
29963,32,1,0,D,3
431968,1945,69,164,D,1
38207,618,3,136,A,1
25309,,,5,H,2
224563,730,25,165,D,3
251136,1228,23,655,G,1
233705,1255,46,287,E,3
789405,2487,307,156,G,74
285891,4739,44,159,C,1
89387,300,10,33,D,1
1650193,3789,324,209,C,1
37599,36,9,0,D,2
